# Provided by Miguel Escudero, Greg Jackson, Stefan Sandner and Mikko Laine, to appear
# columns:
# m_e/T_ga,   fa1,   fa2,   fa3,   fa4,   fs1,   fs2,   fs3,   fs4,   fn1,   fn2,   fn3,   fn4
 3.6600e+01   +8.3274e-24   +1.5799e-23   +7.3451e-24   +1.3934e-23   +1.4620e-14   -1.6269e-14   +2.1065e-312   +2.8614e-312   +9.8230e-25   +1.8649e-24   +8.7925e-25   +1.6691e-24
 3.6700e+01   +6.9467e-24   +1.3181e-23   +6.1294e-24   +1.1630e-23   +1.3267e-14   -1.4767e-14   +2.1065e-312   +2.8614e-312   +8.1730e-25   +1.5519e-24   +7.3178e-25   +1.3894e-24
 3.6800e+01   +5.7947e-24   +1.0997e-23   +5.1147e-24   +9.7056e-24   +1.2039e-14   -1.3404e-14   +2.1065e-312   +2.8614e-312   +6.7998e-25   +1.2913e-24   +6.0902e-25   +1.1565e-24
 3.6900e+01   +4.8335e-24   +9.1740e-24   +4.2678e-24   +8.0996e-24   +1.0925e-14   -1.2167e-14   +2.1065e-312   +2.8614e-312   +5.6571e-25   +1.0745e-24   +5.0683e-25   +9.6254e-25
 3.7000e+01   +4.0315e-24   +7.6530e-24   +3.5609e-24   +6.7590e-24   +9.9132e-15   -1.1043e-14   +2.1065e-312   +2.8614e-312   +4.7062e-25   +8.9398e-25   +4.2176e-25   +8.0111e-25
 3.7100e+01   +3.3624e-24   +6.3837e-24   +2.9709e-24   +5.6400e-24   +8.9954e-15   -1.0023e-14   +2.1065e-312   +2.8614e-312   +3.9150e-25   +7.4380e-25   +3.5096e-25   +6.6673e-25
 3.7200e+01   +2.8043e-24   +5.3248e-24   +2.4786e-24   +4.7060e-24   +8.1625e-15   -9.0977e-15   +2.1065e-312   +2.8614e-312   +3.2567e-25   +6.1881e-25   +2.9204e-25   +5.5485e-25
 3.7300e+01   +2.3386e-24   +4.4412e-24   +2.0677e-24   +3.9264e-24   +7.4067e-15   -8.2574e-15   +2.1065e-312   +2.8614e-312   +2.7090e-25   +5.1480e-25   +2.4299e-25   +4.6173e-25
 3.7400e+01   +1.9502e-24   +3.7041e-24   +1.7249e-24   +3.2759e-24   +6.7208e-15   -7.4947e-15   +2.1065e-312   +2.8614e-312   +2.2533e-25   +4.2826e-25   +2.0217e-25   +3.8422e-25
 3.7500e+01   +1.6262e-24   +3.0892e-24   +1.4388e-24   +2.7330e-24   +6.0984e-15   -6.8024e-15   +2.1065e-312   +2.8614e-312   +1.8741e-25   +3.5625e-25   +1.6821e-25   +3.1971e-25
 3.7600e+01   +1.3560e-24   +2.5763e-24   +1.2001e-24   +2.2799e-24   +5.5336e-15   -6.1739e-15   +2.1065e-312   +2.8614e-312   +1.5587e-25   +2.9634e-25   +1.3994e-25   +2.6602e-25
 3.7700e+01   +1.1306e-24   +2.1484e-24   +1.0010e-24   +1.9019e-24   +5.0210e-15   -5.6035e-15   +2.1065e-312   +2.8614e-312   +1.2964e-25   +2.4649e-25   +1.1642e-25   +2.2134e-25
 3.7800e+01   +9.4267e-25   +1.7915e-24   +8.3486e-25   +1.5864e-24   +4.5559e-15   -5.0857e-15   +2.1065e-312   +2.8614e-312   +1.0778e-25   +2.0507e-25   +9.6818e-26   +1.8421e-25
 3.7900e+01   +7.8594e-25   +1.4938e-24   +6.9628e-25   +1.3233e-24   +4.1338e-15   -4.6157e-15   +2.1065e-312   +2.8614e-312   +8.9657e-26   +1.7052e-25   +8.0561e-26   +1.5321e-25
 3.8000e+01   +6.5521e-25   +1.2455e-24   +5.8065e-25   +1.1037e-24   +3.7509e-15   -4.1891e-15   +2.1065e-312   +2.8614e-312   +7.4556e-26   +1.4182e-25   +6.7011e-26   +1.2746e-25
 3.8100e+01   +5.4621e-25   +1.0384e-24   +4.8421e-25   +9.2050e-25   +3.4033e-15   -3.8019e-15   +2.1065e-312   +2.8614e-312   +6.1997e-26   +1.1794e-25   +5.5738e-26   +1.0603e-25
 3.8200e+01   +4.5532e-25   +8.6576e-25   +4.0377e-25   +7.6768e-25   +3.0880e-15   -3.4505e-15   +2.1065e-312   +2.8614e-312   +5.1551e-26   +9.8082e-26   +4.6360e-26   +8.8200e-26
 3.8300e+01   +3.7954e-25   +7.2176e-25   +3.3668e-25   +6.4020e-25   +2.8018e-15   -3.1315e-15   +2.1065e-312   +2.8614e-312   +4.2861e-26   +8.1564e-26   +3.8556e-26   +7.3367e-26
 3.8400e+01   +3.1635e-25   +6.0169e-25   +2.8071e-25   +5.3387e-25   +2.5421e-15   -2.8420e-15   +2.1065e-312   +2.8614e-312   +3.5638e-26   +6.7824e-26   +3.2068e-26   +6.1025e-26
 3.8500e+01   +2.6368e-25   +5.0157e-25   +2.3405e-25   +4.4517e-25   +2.3065e-15   -2.5792e-15   +2.1065e-312   +2.8614e-312   +2.9630e-26   +5.6397e-26   +2.6669e-26   +5.0758e-26
 3.8600e+01   +2.1979e-25   +4.1809e-25   +1.9516e-25   +3.7119e-25   +2.0927e-15   -2.3407e-15   +2.1065e-312   +2.8614e-312   +2.4634e-26   +4.6893e-26   +2.2178e-26   +4.2216e-26
 3.8700e+01   +1.8315e-25   +3.4848e-25   +1.6267e-25   +3.0949e-25   +1.8988e-15   -2.1243e-15   +2.1065e-312   +2.8614e-312   +2.0480e-26   +3.8989e-26   +1.8443e-26   +3.5110e-26
 3.8800e+01   +1.5263e-25   +2.9046e-25   +1.3561e-25   +2.5804e-25   +1.7227e-15   -1.9278e-15   +2.1065e-312   +2.8614e-312   +1.7024e-26   +3.2417e-26   +1.5336e-26   +2.9199e-26
 3.8900e+01   +1.2720e-25   +2.4208e-25   +1.1304e-25   +2.1513e-25   +1.5630e-15   -1.7495e-15   +2.1065e-312   +2.8614e-312   +1.4152e-26   +2.6951e-26   +1.2752e-26   +2.4282e-26
 3.9000e+01   +1.0599e-25   +2.0175e-25   +9.4229e-26   +1.7935e-25   +1.4181e-15   -1.5877e-15   +2.1065e-312   +2.8614e-312   +1.1764e-26   +2.2406e-26   +1.0603e-26   +2.0193e-26
 3.9100e+01   +8.8320e-26   +1.6813e-25   +7.8542e-26   +1.4951e-25   +1.2866e-15   -1.4408e-15   +2.1065e-312   +2.8614e-312   +9.7784e-27   +1.8626e-26   +8.8156e-27   +1.6791e-26
 3.9200e+01   +7.3591e-26   +1.4011e-25   +6.5463e-26   +1.2463e-25   +1.1673e-15   -1.3075e-15   +2.1065e-312   +2.8614e-312   +8.1278e-27   +1.5484e-26   +7.3295e-27   +1.3962e-26
 3.9300e+01   +6.1315e-26   +1.1675e-25   +5.4560e-26   +1.0388e-25   +1.0591e-15   -1.1865e-15   +2.1065e-312   +2.8614e-312   +6.7553e-27   +1.2871e-26   +6.0934e-27   +1.1609e-26
 3.9400e+01   +5.1085e-26   +9.7287e-26   +4.5470e-26   +8.6588e-26   +9.6085e-16   -1.0767e-15   +2.1065e-312   +2.8614e-312   +5.6146e-27   +1.0699e-26   +5.0658e-27   +9.6524e-27
 3.9500e+01   +4.2560e-26   +8.1062e-26   +3.7894e-26   +7.2169e-26   +8.7173e-16   -9.7710e-16   +2.1065e-312   +2.8614e-312   +4.6662e-27   +8.8927e-27   +4.2113e-27   +8.0252e-27
 3.9600e+01   +3.5456e-26   +6.7540e-26   +3.1578e-26   +6.0148e-26   +7.9087e-16   -8.8667e-16   +2.1065e-312   +2.8614e-312   +3.8779e-27   +7.3913e-27   +3.5007e-27   +6.6720e-27
 3.9700e+01   +2.9536e-26   +5.6271e-26   +2.6314e-26   +5.0127e-26   +7.1751e-16   -8.0460e-16   +2.1065e-312   +2.8614e-312   +3.2227e-27   +6.1431e-27   +2.9100e-27   +5.5467e-27
 3.9800e+01   +2.4604e-26   +4.6880e-26   +2.1926e-26   +4.1774e-26   +6.5095e-16   -7.3013e-16   +2.1065e-312   +2.8614e-312   +2.6780e-27   +5.1056e-27   +2.4188e-27   +4.6111e-27
 3.9900e+01   +2.0495e-26   +3.9055e-26   +1.8269e-26   +3.4812e-26   +5.9056e-16   -6.6254e-16   +2.1065e-312   +2.8614e-312   +2.2254e-27   +4.2431e-27   +2.0105e-27   +3.8331e-27
  4.0000e+01   +1.7071e-26   +3.2534e-26   +1.5222e-26   +2.9008e-26   +5.3577e-16   -6.0121e-16   +2.4355e-312   +3.0326e-312   +1.8492e-27   +3.5262e-27   +1.6710e-27   +3.1863e-27
 4.0100e+01   +1.4219e-26   +2.7101e-26   +1.2682e-26   +2.4171e-26   +4.8605e-16   -5.4554e-16   +2.4355e-312   +3.0326e-312   +1.5365e-27   +2.9303e-27   +1.3888e-27   +2.6485e-27
 4.0200e+01   +1.1842e-26   +2.2575e-26   +1.0566e-26   +2.0140e-26   +4.4095e-16   -4.9503e-16   +2.4355e-312   +3.0326e-312   +1.2766e-27   +2.4350e-27   +1.1542e-27   +2.2014e-27
 4.0300e+01   +9.8626e-27   +1.8803e-26   +8.8019e-27   +1.6780e-26   +4.0003e-16   -4.4919e-16   +2.4355e-312   +3.0326e-312   +1.0607e-27   +2.0234e-27   +9.5924e-28   +1.8297e-27
 4.0400e+01   +8.2136e-27   +1.5661e-26   +7.3324e-27   +1.3980e-26   +3.6291e-16   -4.0759e-16   +2.4355e-312   +3.0326e-312   +8.8124e-28   +1.6812e-27   +7.9716e-28   +1.5207e-27
 4.0500e+01   +6.8401e-27   +1.3044e-26   +6.1079e-27   +1.1647e-26   +3.2923e-16   -3.6985e-16   +2.4355e-312   +3.0326e-312   +7.3213e-28   +1.3969e-27   +6.6244e-28   +1.2639e-27
 4.0600e+01   +5.6959e-27   +1.0863e-26   +5.0877e-27   +9.7027e-27   +2.9867e-16   -3.3559e-16   +2.4355e-312   +3.0326e-312   +6.0827e-28   +1.1605e-27   +5.5051e-28   +1.0503e-27
 4.0700e+01   +4.7430e-27   +9.0470e-27   +4.2377e-27   +8.0827e-27   +2.7095e-16   -3.0451e-16   +2.4355e-312   +3.0326e-312   +5.1072e-28   +9.6368e-28   +4.6285e-28   +8.7228e-28
 4.0800e+01   +3.9494e-27   +7.5339e-27   +3.5297e-27   +6.7328e-27   +2.4579e-16   -2.7630e-16   +2.4355e-312   +3.0326e-312   +4.1624e-28   +8.0508e-28   +3.7660e-28   +7.2939e-28
 4.0900e+01   +3.2884e-27   +6.2738e-27   +2.9397e-27   +5.6082e-27   +2.2298e-16   -2.5070e-16   +2.4355e-312   +3.0326e-312   +3.4833e-28   +6.6500e-28   +3.1549e-28   +6.0226e-28
 4.1000e+01   +2.7379e-27   +5.2242e-27   +2.4483e-27   +4.6713e-27   +2.0227e-16   -2.2747e-16   +2.4355e-312   +3.0326e-312   +2.8934e-28   +5.5244e-28   +2.6212e-28   +5.0044e-28
 4.1100e+01   +2.2795e-27   +4.3500e-27   +2.0389e-27   +3.8907e-27   +1.8349e-16   -2.0640e-16   +2.4355e-312   +3.0326e-312   +2.4065e-28   +4.5892e-28   +2.1809e-28   +4.1583e-28
 4.1200e+01   +1.8978e-27   +3.6217e-27   +1.6980e-27   +3.2402e-27   +1.6646e-16   -1.8727e-16   +2.4355e-312   +3.0326e-312   +1.9988e-28   +3.8121e-28   +1.8119e-28   +3.4550e-28
 4.1300e+01   +1.5814e-27   +3.0135e-27   +1.4154e-27   +2.6966e-27   +1.5100e-16   -1.6992e-16   +2.4355e-312   +3.0326e-312   +1.6688e-28   +3.1506e-28   +1.5137e-28   +2.8547e-28
 4.1400e+01   +1.3152e-27   +2.5107e-27   +1.1773e-27   +2.2474e-27   +1.3698e-16   -1.5417e-16   +2.4355e-312   +3.0326e-312   +1.3783e-28   +2.6325e-28   +1.2498e-28   +2.3870e-28
 4.1500e+01   +1.0644e-27   +2.0320e-27   +9.5316e-28   +1.8194e-27   +1.2426e-16   -1.3988e-16   +2.4355e-312   +3.0326e-312   +1.1127e-28   +2.1251e-28   +1.0093e-28   +1.9274e-28
 4.1600e+01   +8.8603e-28   +1.6916e-27   +7.9362e-28   +1.5151e-27   +1.1272e-16   -1.2692e-16   +2.4355e-312   +3.0326e-312   +9.2404e-29   +1.7651e-28   +8.3834e-29   +1.6013e-28
 4.1700e+01   +7.3758e-28   +1.4082e-27   +6.6084e-28   +1.2616e-27   +1.0225e-16   -1.1515e-16   +2.4355e-312   +3.0326e-312   +7.5436e-29   +1.4661e-28   +6.8391e-29   +1.3304e-28
 4.1800e+01   +6.1393e-28   +1.1723e-27   +5.5020e-28   +1.0505e-27   +9.2748e-17   -1.0448e-16   +2.4355e-312   +3.0326e-312   +6.6884e-29   +1.2176e-28   +6.1001e-29   +1.1052e-28
 4.1900e+01   +5.1098e-28   +9.7588e-28   +4.5805e-28   +8.7475e-28   +8.4133e-17   -9.4790e-17   +2.4355e-312   +3.0326e-312   +5.2707e-29   +1.0072e-28   +4.7853e-29   +9.1437e-29
 4.2000e+01   +4.2353e-28   +8.0911e-28   +3.7977e-28   +7.2545e-28   +7.6317e-17   -8.6002e-17   +2.4355e-312   +3.0326e-312   +4.3772e-29   +8.3651e-29   +3.9750e-29   +7.5960e-29
 4.2100e+01   +3.5250e-28   +6.7347e-28   +3.1616e-28   +6.0400e-28   +6.9227e-17   -7.8028e-17   +2.4355e-312   +3.0326e-312   +3.6341e-29   +6.9469e-29   +3.3010e-29   +6.3097e-29
 4.2200e+01   +2.9336e-28   +5.6055e-28   +2.6319e-28   +5.0287e-28   +6.2795e-17   -7.0792e-17   +2.4355e-312   +3.0326e-312   +3.0183e-29   +5.7689e-29   +2.7422e-29   +5.2410e-29
 4.2300e+01   +2.4413e-28   +4.6655e-28   +2.1908e-28   +4.1864e-28   +5.6960e-17   -6.4227e-17   +2.4355e-312   +3.0326e-312   +2.5055e-29   +4.7905e-29   +2.2769e-29   +4.3531e-29
 4.2400e+01   +2.0317e-28   +3.8829e-28   +1.8236e-28   +3.4851e-28   +5.1667e-17   -5.8270e-17   +2.4355e-312   +3.0326e-312   +2.0803e-29   +3.9779e-29   +1.8909e-29   +3.6156e-29
 4.2500e+01   +1.6907e-28   +3.2315e-28   +1.5179e-28   +2.9012e-28   +4.6866e-17   -5.2866e-17   +2.4355e-312   +3.0326e-312   +1.7272e-29   +3.3031e-29   +1.5703e-29   +3.0029e-29
 4.2600e+01   +1.4068e-28   +2.6893e-28   +1.2634e-28   +2.4151e-28   +4.2511e-17   -4.7962e-17   +2.4355e-312   +3.0326e-312   +1.4340e-29   +2.7426e-29   +1.3040e-29   +2.4939e-29
 4.2700e+01   +1.1706e-28   +2.2380e-28   +1.0516e-28   +2.0103e-28   +3.8560e-17   -4.3513e-17   +2.4355e-312   +3.0326e-312   +1.1905e-29   +2.2772e-29   +1.0829e-29   +2.0712e-29
 4.2800e+01   +9.7395e-29   +1.8625e-28   +8.7512e-29   +1.6734e-28   +3.4976e-17   -3.9477e-17   +2.4355e-312   +3.0326e-312   +9.8835e-30   +1.8907e-29   +8.9917e-30   +1.7200e-29
 4.2900e+01   +8.1040e-29   +1.5497e-28   +7.2836e-29   +1.3927e-28   +3.1725e-17   -3.5814e-17   +2.4355e-312   +3.0326e-312   +8.2048e-30   +1.5697e-29   +7.4661e-30   +1.4283e-29
 4.3000e+01   +6.7425e-29   +1.2895e-28   +6.0614e-29   +1.1591e-28   +2.8776e-17   -3.2491e-17   +2.4355e-312   +3.0326e-312   +6.8110e-30   +1.3032e-29   +6.1992e-30   +1.1861e-29
 4.3100e+01   +5.2913e-29   +1.0117e-28   +4.7582e-29   +9.0974e-29   +2.6101e-17   -2.9477e-17   +2.4355e-312   +3.0326e-312   +5.3308e-30   +1.0198e-29   +4.8533e-30   +9.2838e-30
 4.3200e+01   +4.4023e-29   +8.4182e-29   +3.9597e-29   +7.5716e-29   +2.3675e-17   -2.6741e-17   +2.4355e-312   +3.0326e-312   +4.4253e-30   +8.4664e-30   +4.0297e-30   +7.7092e-30
 4.3300e+01   +3.6625e-29   +7.0043e-29   +3.2951e-29   +6.3014e-29   +2.1474e-17   -2.4260e-17   +2.4355e-312   +3.0326e-312   +3.9328e-30   +7.5154e-30   +3.6090e-30   +6.8954e-30
 4.3400e+01   +3.0116e-29   +5.7616e-29   +2.7103e-29   +5.1848e-29   +1.9477e-17   -2.2008e-17   +2.4355e-312   +3.0326e-312   +3.0139e-30   +5.7681e-30   +2.7457e-30   +5.2546e-30
 4.3500e+01   +2.5054e-29   +4.7937e-29   +2.2552e-29   +4.3148e-29   +1.7666e-17   -1.9966e-17   +2.4355e-312   +3.0326e-312   +2.5016e-30   +4.7887e-30   +2.2795e-30   +4.3633e-30
 4.3600e+01   +2.0842e-29   +3.9881e-29   +1.8766e-29   +3.5906e-29   +1.6023e-17   -1.8113e-17   +2.4355e-312   +3.0326e-312   +2.0764e-30   +3.9752e-30   +1.8924e-30   +3.6229e-30
 4.3700e+01   +1.7338e-29   +3.3179e-29   +1.5614e-29   +2.9879e-29   +1.4533e-17   -1.6431e-17   +2.4355e-312   +3.0326e-312   +1.7235e-30   +3.2998e-30   +1.5711e-30   +3.0080e-30
 4.3800e+01   +1.4422e-29   +2.7602e-29   +1.2992e-29   +2.4863e-29   +1.3182e-17   -1.4906e-17   +2.4355e-312   +3.0326e-312   +1.4305e-30   +2.7391e-30   +1.3043e-30   +2.4974e-30
 4.3900e+01   +1.1996e-29   +2.2961e-29   +1.0809e-29   +2.0688e-29   +1.1956e-17   -1.3522e-17   +2.4355e-312   +3.0326e-312   +1.1873e-30   +2.2736e-30   +1.0828e-30   +2.0734e-30
 4.4000e+01   +9.9778e-30   +1.9100e-29   +8.9924e-30   +1.7213e-29   +1.0844e-17   -1.2267e-17   +2.4355e-312   +3.0326e-312   +7.9978e-31   +1.5287e-30   +7.2969e-31   +1.3947e-30
 4.4100e+01   +5.9630e-30   +1.5888e-29   +5.1452e-30   +1.4322e-29   +9.8352e-18   -1.1128e-17   +2.4355e-312   +3.0326e-312   +6.6389e-31   +1.2691e-30   +6.0583e-31   +1.1580e-30
 4.4200e+01   +5.6153e-30   +1.0730e-29   +5.0642e-30   +9.6769e-30   +8.9204e-18   -1.0095e-17   +2.4355e-312   +3.0326e-312   +1.5502e-31   +2.8938e-31   +1.4153e-31   +2.6417e-31
 4.4300e+01   -3.0647e-31   +8.9270e-30   -7.6387e-31   +8.0524e-30   +8.0906e-18   -9.1571e-18   +2.4355e-312   +3.0326e-312   +1.2853e-31   +2.3996e-31   +1.1736e-31   +2.1910e-31
 4.4400e+01   +1.0931e-30   +2.0396e-30   +9.8652e-31   +1.8407e-30   +7.3380e-18   -8.3068e-18   +2.4355e-312   +3.0326e-312   +1.0656e-31   +1.9898e-31   +9.7325e-32   +1.8172e-31
 4.4500e+01   +9.0820e-31   +1.6949e-30   +8.1985e-31   +1.5299e-30   +6.6553e-18   -7.5353e-18   +2.4355e-312   +3.0326e-312   -3.9433e-31   +8.7572e-31   -3.9628e-31   +8.7200e-31
 4.4600e+01   +7.5455e-31   +1.4084e-30   +6.8131e-31   +1.2716e-30   +6.0361e-18   -6.8354e-18   +2.4355e-312   +3.0326e-312   +1.8482e-32   +3.5167e-32   +1.6867e-32   +3.2092e-32
 4.4700e+01   +1.5612e-31   +2.9691e-31   +1.4081e-31   +2.6778e-31   +5.4745e-18   -6.2006e-18   +2.4355e-312   +3.0326e-312   +1.5310e-32   +2.9136e-32   +1.3975e-32   +2.6594e-32
 4.4800e+01   +1.2961e-31   +2.4652e-31   +1.1692e-31   +2.2238e-31   +4.9651e-18   -5.6246e-18   +2.4355e-312   +3.0326e-312   +1.2683e-32   +2.4138e-32   +1.1579e-32   +2.2036e-32
 4.4900e+01   +1.0759e-31   +2.0467e-31   +9.7084e-32   +1.8467e-31   +4.5031e-18   -5.1021e-18   +2.4355e-312   +3.0326e-312   +1.0505e-32   +1.9997e-32   +9.5933e-33   +1.8260e-32
 4.5000e+01   +8.9311e-32   +1.6992e-31   +8.0609e-32   +1.5335e-31   +4.0840e-18   -4.6281e-18   +2.4355e-312   +3.0326e-312   +8.7018e-33   +1.6566e-32   +7.9479e-33   +1.5130e-32
 4.5100e+01   +7.4135e-32   +1.4106e-31   +6.6928e-32   +1.2734e-31   +3.7040e-18   -4.1981e-18   +2.4355e-312   +3.0326e-312   +7.2076e-33   +1.3723e-32   +6.5846e-33   +1.2536e-32
 4.5200e+01   +6.1537e-32   +1.1711e-31   +5.5567e-32   +1.0574e-31   +3.3593e-18   -3.8081e-18   +2.4355e-312   +3.0326e-312   +5.9699e-33   +1.1368e-32   +5.4549e-33   +1.0387e-32
 4.5300e+01   +5.1077e-32   +9.7215e-32   +4.6133e-32   +8.7798e-32   +3.0466e-18   -3.4542e-18   +2.4355e-312   +3.0326e-312   +4.9446e-33   +9.4167e-33   +4.5190e-33   +8.6057e-33
 4.5400e+01   +4.2394e-32   +8.0699e-32   +3.8299e-32   +7.2899e-32   +2.7630e-18   -3.1333e-18   +2.4355e-312   +3.0326e-312   +4.0953e-33   +7.8002e-33   +3.7435e-33   +7.1298e-33
 4.5500e+01   +3.5184e-32   +6.6983e-32   +3.1793e-32   +6.0522e-32   +2.5059e-18   -2.8421e-18   +2.4355e-312   +3.0326e-312   +3.3915e-33   +6.4605e-33   +3.1008e-33   +5.9065e-33
 4.5600e+01   +2.9203e-32   +5.5604e-32   +2.6394e-32   +5.0252e-32   +2.2726e-18   -2.5780e-18   +2.4355e-312   +3.0326e-312   +2.8090e-33   +5.3516e-33   +2.5688e-33   +4.8936e-33
 4.5700e+01   +2.4237e-32   +4.6154e-32   +2.1911e-32   +4.1721e-32   +2.0610e-18   -2.3384e-18   +2.4355e-312   +3.0326e-312   +2.3263e-33   +4.4326e-33   +2.1278e-33   +4.0541e-33
 4.5800e+01   +2.0115e-32   +3.8308e-32   +1.8188e-32   +3.4637e-32   +1.8692e-18   -2.1210e-18   +2.4355e-312   +3.0326e-312   +1.9266e-33   +3.6713e-33   +1.7625e-33   +3.3585e-33
 4.5900e+01   +1.6693e-32   +3.1795e-32   +1.5097e-32   +2.8755e-32   +1.6951e-18   -1.9239e-18   +2.4355e-312   +3.0326e-312   +1.5954e-33   +3.0407e-33   +1.4599e-33   +2.7821e-33
 4.6000e+01   +1.3853e-32   +2.6389e-32   +1.2531e-32   +2.3871e-32   +1.5373e-18   -1.7451e-18   +2.4355e-312   +3.0326e-312   +1.3212e-33   +2.5183e-33   +1.2092e-33   +2.3046e-33
 4.6100e+01   +1.1495e-32   +2.1901e-32   +1.0401e-32   +1.9816e-32   +1.3942e-18   -1.5828e-18   +2.4355e-312   +3.0326e-312   +1.0941e-33   +2.0857e-33   +1.0015e-33   +1.9091e-33
 4.6200e+01   +9.5391e-33   +1.8176e-32   +8.6332e-33   +1.6449e-32   +1.2644e-18   -1.4357e-18   +2.4355e-312   +3.0326e-312   +9.0597e-34   +1.7273e-33   +8.2946e-34   +1.5813e-33
 4.6300e+01   +7.9155e-33   +1.5084e-32   +7.1653e-33   +1.3654e-32   +1.1466e-18   -1.3022e-18   +2.4355e-312   +3.0326e-312   +7.5018e-34   +1.4304e-33   +6.8697e-34   +1.3098e-33
 4.6400e+01   +6.5680e-33   +1.2518e-32   +5.9468e-33   +1.1333e-32   +1.0398e-18   -1.1811e-18   +2.4355e-312   +3.0326e-312   +6.2118e-34   +1.1846e-33   +5.6894e-34   +1.0849e-33
 4.6500e+01   +5.4498e-33   +1.0388e-32   +4.9354e-33   +9.4071e-33   +9.4301e-19   -1.0713e-18   +2.4355e-312   +3.0326e-312   +5.1434e-34   +9.8097e-34   +4.7118e-34   +8.9860e-34
 4.6600e+01   +4.5217e-33   +8.6200e-33   +4.0958e-33   +7.8077e-33   +8.5518e-19   -9.7169e-19   +2.4355e-312   +3.0326e-312   +4.2586e-34   +8.1230e-34   +3.9020e-34   +7.4424e-34
 4.6700e+01   +3.7517e-33   +7.1530e-33   +3.3991e-33   +6.4804e-33   +7.7553e-19   -8.8133e-19   +2.4355e-312   +3.0326e-312   +3.5261e-34   +6.7266e-34   +3.2314e-34   +6.1642e-34
 4.6800e+01   +3.1127e-33   +5.9354e-33   +2.8208e-33   +5.3784e-33   +7.0330e-19   -7.9937e-19   +2.4355e-312   +3.0326e-312   +2.9194e-34   +5.5700e-34   +2.6759e-34   +5.1052e-34
 4.6900e+01   +2.5825e-33   +4.9249e-33   +2.3407e-33   +4.4637e-33   +6.3779e-19   -7.2503e-19   +2.4355e-312   +3.0326e-312   +2.4171e-34   +4.6121e-34   +2.2159e-34   +4.2281e-34
 4.7000e+01   +2.1425e-33   +4.0863e-33   +1.9424e-33   +3.7044e-33   +5.7838e-19   -6.5759e-19   +2.4355e-312   +3.0326e-312   +2.0011e-34   +3.8189e-34   +1.8349e-34   +3.5015e-34
 4.7100e+01   +1.7774e-33   +3.3904e-33   +1.6117e-33   +3.0742e-33   +5.2450e-19   -5.9643e-19   +2.4355e-312   +3.0326e-312   +1.6567e-34   +3.1620e-34   +1.5194e-34   +2.8998e-34
 4.7200e+01   +1.4745e-33   +2.8130e-33   +1.3374e-33   +2.5512e-33   +4.7564e-19   -5.4095e-19   +2.4355e-312   +3.0326e-312   +1.3715e-34   +2.6180e-34   +1.2581e-34   +2.4014e-34
 4.7300e+01   +1.2232e-33   +2.3338e-33   +1.1097e-33   +2.1171e-33   +4.3133e-19   -4.9063e-19   +2.4355e-312   +3.0326e-312   +1.1354e-34   +2.1676e-34   +1.0417e-34   +1.9886e-34
 4.7400e+01   +1.0147e-33   +1.9362e-33   +9.2069e-34   +1.7568e-33   +3.9114e-19   -4.4499e-19   +2.4355e-312   +3.0326e-312   +9.3996e-35   +1.7946e-34   +8.6254e-35   +1.6467e-34
 4.7500e+01   +8.4170e-34   +1.6063e-33   +7.6389e-34   +1.4577e-33   +3.5470e-19   -4.0359e-19   +2.4355e-312   +3.0326e-312   +7.7812e-35   +1.4858e-34   +7.1416e-35   +1.3636e-34
 4.7600e+01   +6.9818e-34   +1.3326e-33   +6.3377e-34   +1.2096e-33   +3.2165e-19   -3.6604e-19   +2.4355e-312   +3.0326e-312   +6.4412e-35   +1.2301e-34   +5.9129e-35   +1.1291e-34
 4.7700e+01   +5.7912e-34   +1.1055e-33   +5.2580e-34   +1.0036e-33   +2.9167e-19   -3.3198e-19   +2.4355e-312   +3.0326e-312   +5.3319e-35   +1.0183e-34   +4.8954e-35   +9.3493e-35
 4.7800e+01   +4.8033e-34   +9.1703e-34   +4.3620e-34   +8.3272e-34   +2.6450e-19   -3.0109e-19   +2.4355e-312   +3.0326e-312   +4.4135e-35   +8.4303e-35   +4.0530e-35   +7.7413e-35
 4.7900e+01   +3.9842e-34   +7.6069e-34   +3.6188e-34   +6.9090e-34   +2.3985e-19   -2.7307e-19   +2.4355e-312   +3.0326e-312   +3.6533e-35   +6.9789e-35   +3.3554e-35   +6.4096e-35
 4.8000e+01   +3.3045e-34   +6.3099e-34   +3.0021e-34   +5.7322e-34   +2.1749e-19   -2.4766e-19   +2.4355e-312   +3.0326e-312   +3.0239e-35   +5.7773e-35   +2.7779e-35   +5.3070e-35
 4.8100e+01   +2.7407e-34   +5.2339e-34   +2.4904e-34   +4.7557e-34   +1.9722e-19   -2.2462e-19   +2.4355e-312   +3.0326e-312   +2.5029e-35   +4.7824e-35   +2.2997e-35   +4.3939e-35
 4.8200e+01   +2.2730e-34   +4.3413e-34   +2.0659e-34   +3.9454e-34   +1.7884e-19   -2.0371e-19   +2.4355e-312   +3.0326e-312   +2.0716e-35   +3.9588e-35   +1.9037e-35   +3.6378e-35
 4.8300e+01   +1.8851e-34   +3.6008e-34   +1.7136e-34   +3.2731e-34   +1.6217e-19   -1.8475e-19   +2.4355e-312   +3.0326e-312   +1.7146e-35   +3.2769e-35   +1.5760e-35   +3.0118e-35
